Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
F1,ASMD1206-150,Fuse_1206_3216Metric,87.985,-66.6458,180.0,top
J1,TYPE-C-31-M12_13,TYPE-C-31-M-12,96.998,-58.775,180.0,top
J4,SM04B-SRSS-TB(LF)(SN),JST-SR-4,81.87,-69.1858,-90.0,top
L1,60R@100MHz,L_1206_3216Metric,87.985,-71.7258,0.0,top
R1,5.1k,R_0603,99.4,-64.4,-90.0,top
R2,5.1k,R_0603,94.6,-64.4,-90.0,top
U1,TPD4E05U06DQAR,USON-10_2.5x1.0mm_P0.5mm,97.0,-64.6,90.0,top
